62.712,47.010,2017-03-09 14:08:05.102044
62.600,47.010,2017-03-09 14:13:07.679736
62.600,47.080,2017-03-09 14:18:09.021712
62.487,45.910,2017-03-09 14:23:09.951529
62.487,44.190,2017-03-09 14:28:10.887118
62.487,54.140,2017-03-09 14:33:12.207370
62.375,54.130,2017-03-09 14:43:25.132095
62.487,54.120,2017-03-09 14:48:26.016048
62.375,55.850,2017-03-09 14:53:28.114533
62.375,55.350,2017-03-09 14:58:29.024010
62.487,58.350,2017-03-09 15:03:30.132025
62.375,58.320,2017-03-09 15:08:31.168113
62.263,58.100,2017-03-09 15:13:32.160292
62.263,58.400,2017-03-09 15:18:33.008032
62.375,58.400,2017-03-09 15:23:33.808902
62.375,58.400,2017-03-09 15:28:34.796955
62.375,63.840,2017-03-09 15:33:36.272602
62.263,63.840,2017-03-09 15:38:37.320809
62.263,63.840,2017-03-09 15:43:39.034713
62.263,63.840,2017-03-09 15:48:39.971238
62.375,64.520,2017-03-09 15:53:41.779423
62.263,64.770,2017-03-09 15:58:42.642233
62.263,64.510,2017-03-09 16:03:43.687559
62.263,64.620,2017-03-09 16:08:44.571636
62.150,58.930,2017-03-09 16:13:46.549644
62.263,59.160,2017-03-09 16:18:47.427851
62.150,59.160,2017-03-09 16:23:48.568336
62.150,59.170,2017-03-09 16:28:49.436175
62.150,68.920,2017-03-09 16:33:52.637892
62.150,68.920,2017-03-09 16:38:53.533724
62.150,68.920,2017-03-09 16:43:55.499811
62.150,68.920,2017-03-09 16:48:56.300453
62.150,71.270,2017-03-09 16:53:57.299667
62.150,71.270,2017-03-09 16:58:58.396924
62.150,71.270,2017-03-09 17:04:01.085733
62.150,70.380,2017-03-09 17:09:02.067586
62.038,70.380,2017-03-09 17:14:03.588244
62.150,70.270,2017-03-09 17:19:04.693402
62.150,70.270,2017-03-09 17:24:05.751742
62.150,66.000,2017-03-09 17:29:06.809173
62.038,73.890,2017-03-09 17:34:08.327382
62.150,73.880,2017-03-09 17:39:09.549920
62.150,73.870,2017-03-09 17:44:10.656190
62.150,73.860,2017-03-09 17:49:11.684113
62.150,74.390,2017-03-09 17:54:12.660998
62.038,74.380,2017-03-09 17:59:13.541337
62.038,74.380,2017-03-09 18:04:15.329585
62.038,73.310,2017-03-09 18:09:17.738245
62.038,73.310,2017-03-09 18:14:18.769399
62.150,73.560,2017-03-09 18:19:24.782286
62.038,73.560,2017-03-09 18:24:25.672087
62.038,74.830,2017-03-09 18:29:28.166691
62.038,76.340,2017-03-09 18:34:29.781807
62.038,76.320,2017-03-09 18:39:30.735036
62.038,76.290,2017-03-09 18:44:31.567167
62.038,76.260,2017-03-09 18:49:32.575164
62.038,75.560,2017-03-09 18:54:34.342311
62.038,75.530,2017-03-09 18:59:35.167931
61.925,75.530,2017-03-09 19:04:36.165273
61.925,75.090,2017-03-09 19:09:37.293268
61.925,72.190,2017-03-09 19:14:41.199954
62.038,72.310,2017-03-09 19:19:42.047922
62.038,72.310,2017-03-09 19:24:42.873116
62.038,75.600,2017-03-09 19:29:43.772487
62.038,76.860,2017-03-09 19:34:45.448745
62.038,76.800,2017-03-09 19:39:46.476722
62.038,76.750,2017-03-09 19:44:47.206321
61.925,76.700,2017-03-09 19:49:48.010652
62.038,76.530,2017-03-09 19:54:49.740494
62.038,76.480,2017-03-09 19:59:50.688520
61.925,76.470,2017-03-09 20:04:51.600194
61.925,76.030,2017-03-09 20:09:52.549769
62.038,75.990,2017-03-09 20:14:55.648498
62.038,76.170,2017-03-09 20:19:56.440982
61.925,74.720,2017-03-09 20:24:57.232083
62.038,76.720,2017-03-09 20:29:58.123279
62.038,76.770,2017-03-09 20:34:59.631796
62.038,76.710,2017-03-09 20:40:00.685727
62.038,76.660,2017-03-09 20:45:03.511024
62.038,76.610,2017-03-09 20:50:05.279602
62.038,77.440,2017-03-09 20:55:08.472826
62.038,77.380,2017-03-09 21:00:09.609137
61.925,77.380,2017-03-09 21:05:10.481698
61.925,76.540,2017-03-09 21:10:11.446469
61.925,76.540,2017-03-09 21:15:12.440711
61.925,76.520,2017-03-09 21:20:13.778040
61.925,76.520,2017-03-09 21:25:14.984892
61.925,75.270,2017-03-09 21:30:17.849792
61.925,75.220,2017-03-09 21:35:19.376587
62.038,75.170,2017-03-09 21:40:20.318822
61.925,75.120,2017-03-09 21:45:22.330449
61.925,75.080,2017-03-09 21:50:23.231378
61.925,75.140,2017-03-09 21:55:24.801543
61.925,75.100,2017-03-09 22:00:25.608453
61.925,75.260,2017-03-09 22:05:26.699030
61.925,75.580,2017-03-09 22:10:27.733247
61.925,75.730,2017-03-09 22:15:29.101843
61.925,75.790,2017-03-09 22:20:30.223562
61.925,75.790,2017-03-09 22:25:31.282947
61.925,71.850,2017-03-09 22:30:32.389290
62.038,71.820,2017-03-09 22:35:33.900301
61.925,71.790,2017-03-09 22:40:35.039557
61.925,71.750,2017-03-09 22:45:36.290223
61.925,71.730,2017-03-09 22:50:37.352640
61.925,72.200,2017-03-09 22:55:39.845800
61.925,72.150,2017-03-09 23:00:40.885715
61.925,72.150,2017-03-09 23:05:41.804003
61.925,72.150,2017-03-09 23:10:42.903619
61.925,72.150,2017-03-09 23:15:44.356740
61.925,72.030,2017-03-09 23:20:45.360200
61.925,72.030,2017-03-09 23:25:47.847170
62.038,68.810,2017-03-09 23:30:48.960300
61.925,68.800,2017-03-09 23:35:50.588626
61.925,68.800,2017-03-09 23:40:51.748618
61.925,68.780,2017-03-09 23:45:52.708543
61.925,63.060,2017-03-09 23:50:53.740133
61.925,63.050,2017-03-09 23:55:55.500550
61.925,63.040,2017-03-10 00:00:56.337179
61.925,63.410,2017-03-10 00:05:57.226163
62.038,63.310,2017-03-10 00:10:58.251459
62.038,63.900,2017-03-10 00:16:00.138669
62.038,63.600,2017-03-10 00:21:01.115014
61.925,70.590,2017-03-10 00:26:02.168322
61.925,65.130,2017-03-10 00:31:03.115802
62.038,65.130,2017-03-10 00:36:04.669978
62.038,65.150,2017-03-10 00:41:05.534279
62.038,65.150,2017-03-10 00:46:06.610157
62.038,65.150,2017-03-10 00:51:07.907890
62.038,66.090,2017-03-10 00:56:09.587117
61.925,66.070,2017-03-10 01:01:10.704262
62.038,66.160,2017-03-10 01:06:11.723076
61.925,70.030,2017-03-10 01:11:12.839827
61.925,69.900,2017-03-10 01:16:14.438157
62.038,69.900,2017-03-10 01:21:15.316634
62.038,69.900,2017-03-10 01:26:16.380162
62.038,64.430,2017-03-10 01:31:17.339554
62.038,64.440,2017-03-10 01:36:18.587087
61.925,64.440,2017-03-10 01:41:19.536152
62.038,64.270,2017-03-10 01:46:20.505378
