60.125,54.490,2017-03-18 13:30:33.569889
60.125,54.500,2017-03-18 13:35:34.587862
60.125,54.500,2017-03-18 13:40:35.733364
60.125,54.510,2017-03-18 13:45:36.856782
60.125,54.970,2017-03-18 13:50:38.122982
60.237,55.030,2017-03-18 13:55:39.503060
60.125,55.040,2017-03-18 14:00:40.273968
60.125,55.040,2017-03-18 14:05:41.142704
60.237,54.180,2017-03-18 14:10:42.014990
60.125,54.290,2017-03-18 14:15:43.345253
60.125,54.370,2017-03-18 14:20:44.613030
60.125,54.370,2017-03-18 14:25:45.574390
60.125,56.190,2017-03-18 14:30:46.723076
60.125,56.190,2017-03-18 14:35:48.218176
60.237,56.200,2017-03-18 14:40:49.320646
60.125,56.200,2017-03-18 14:45:50.407067
60.125,56.210,2017-03-18 14:50:51.438727
60.237,56.570,2017-03-18 14:55:55.199736
60.125,56.580,2017-03-18 15:00:56.266280
60.237,56.450,2017-03-18 15:05:57.155802
60.237,56.540,2017-03-18 15:10:58.007855
60.237,55.300,2017-03-18 15:15:59.884378
60.125,55.390,2017-03-18 15:21:00.880357
60.237,55.560,2017-03-18 15:26:01.908843
60.125,57.150,2017-03-18 15:31:02.918835
60.125,57.160,2017-03-18 15:36:04.037220
60.237,57.170,2017-03-18 15:41:05.031265
60.125,57.190,2017-03-18 15:46:06.111721
60.125,57.200,2017-03-18 15:51:07.047461
60.125,58.180,2017-03-18 15:56:08.135056
60.013,58.190,2017-03-18 16:01:09.011336
60.013,58.190,2017-03-18 16:06:10.938702
60.013,58.400,2017-03-18 16:11:12.012678
60.013,57.030,2017-03-18 16:16:13.078432
59.900,57.030,2017-03-18 16:21:14.031936
59.900,57.200,2017-03-18 16:26:15.266617
59.900,60.990,2017-03-18 16:31:16.124159
59.900,61.010,2017-03-18 16:36:17.555698
60.013,61.020,2017-03-18 16:41:19.067502
59.900,61.060,2017-03-18 16:46:19.966122
59.900,61.180,2017-03-18 16:51:20.779344
60.013,61.200,2017-03-18 16:56:22.404045
